"","Open_mean","High_mean","Low_mean","Close_mean","AdjClose_mean","Volume_mean","Daily_Return_mean","Open_median","High_median","Low_median","Close_median","AdjClose_median","Volume_median","Daily_Return_median","Open_sd","High_sd","Low_sd","Close_sd","AdjClose_sd","Volume_sd","Daily_Return_sd","Open_IQR","High_IQR","Low_IQR","Close_IQR","AdjClose_IQR","Volume_IQR","Daily_Return_IQR"
"1",2662.35937588516,2675.86818016777,2650.48413824643,2637.39798799636,2613.6789205247,20910037.6768902,0.0013170177199688,200.4649965,203.695,198.060005,200.845001,200.738548,13878800,0.000725314499540497,16137.4899402712,16162.4686434091,16128.7361915623,15933.4022265594,15831.0038769726,25687804.2260495,0.0245673126649389,708.041239,717.007488,698.002479,706.91563675,683.46938075,34228390,0.0211775372778173
